question_id,db_id,correction,verification,Claimed by,question,evidence,SQL,original_question,original_evidence,original_SQL,Reason,Grading method,Data modification,need_correction (o3),has_ambiguity (o3),explanation (o3),revised_SQL (o3),Note
1776,restaurant,TRUE,FALSE,Yuxuan,,,,"How many Chinese restaurants are there on 1st st, Livermore?",Chinese restaurant refers to food_type = 'chinese'; 1st st refers to street_name = '1st st'; Livermore refers to city = 'livermore',SELECT COUNT(T1.id_restaurant) FROM generalinfo AS T1 INNER JOIN location AS T2 ON T1.id_restaurant = T2.id_restaurant WHERE T1.city = 'livermore' AND T1.food_type = 'chinese' AND T2.street_name = '1st st',correct,multiset,,FALSE,FALSE," The SQL joins `generalinfo` and `location` on their shared primary key `id_restaurant`, then filters for (1) food_type = 'chinese', (2) street_name = '1st st', and (3) city = 'livermore'.  With one row per restaurant in each table, the join is 1-to-1, so COUNT(id_restaurant) returns exactly the number of Chinese restaurants located on 1st St in Livermore.  All referenced columns exist, the logic matches the question, and no duplicates or missing conditions exist. The question is specific enough to have a single interpretation.  ",,
1795,soccer_2016,TRUE,FALSE,Yuxuan,,,,Please list the names of the players who use the right hand as their batting hand and are from Australia.,name of player refers to Player_Name; right hand as batting hand refers to Batting_Hand = 'Right-hand bat'; Australia refers to Country_Name = 'Australia',SELECT T2.Player_Name FROM Country AS T1 INNER JOIN Player AS T2 ON T2.Country_Name = T1.Country_id INNER JOIN Batting_Style AS T3 ON T2.Batting_hand = T3.Batting_Id WHERE T1.Country_Name = 'Australia' AND T3.Batting_Hand = 'Right-hand bat',correct,multiset,,FALSE,FALSE," The annotated query joins Player with Country and Batting_Style to filter players whose Country_Name is 'Australia' and whose Batting_hand text is 'Right-hand bat'. These joins follow the foreign-key relationships (Player.Country_Name → Country.Country_Id and Player.Batting_hand → Batting_Style.Batting_Id). Because Country and Batting_Style both have primary keys, each player can match at most one row in each table, so no unintended duplicates are produced. The SELECT list returns only `Player_Name`, which directly answers “names of the players”. Trial executions show expected Australian right-hand batters, confirming accuracy. No changes are required.  ",(No change needed),
1799,soccer_2016,TRUE,FALSE,Yuxuan,,,,"What is the name of the player who won the ""man of the match"" award in the match on 2008/4/18?",name of player refers to Player_Name; on 2008/4/18 refers to Match_Date = '2008-04-18',SELECT T2.Player_Name FROM Match AS T1 INNER JOIN Player AS T2 ON T2.Player_Id = T1.Man_of_the_Match WHERE T1.Match_Date = '2008-04-18',correct,multiset,,FALSE,FALSE," The schema indicates that `Match.Man_of_the_Match` stores the `Player_Id` for the award winner, and `Player.Player_Name` stores the player’s name.  The annotated query joins these two tables on that key and filters by `Match_Date = '2008-04-18'`, exactly matching the question’s requirement (""the match on 2008/4/18"").  A verification query shows there is only one match on that date, yielding the single correct row (""BB McCullum"").  There are no duplicate-handling or aggregation issues, and the query’s syntax fully conforms to the schema.  ",,
1803,soccer_2016,TRUE,FALSE,Yuxuan,,,"SELECT AVG(`Win_Margin`) AS avg_win_margin
FROM `Match`
WHERE `Match_Id` IN (SELECT DISTINCT pm.`Match_Id`
                     FROM `Player` p
                     JOIN `Player_Match` pm ON p.`Player_Id` = pm.`Player_Id`
                     WHERE p.`Player_Name` = 'SC Ganguly')
      AND `Win_Margin` IS NOT NULL;",What is the average winning margin of all the matches SC Ganguly has played in?,"SC Ganguly refers to Player_Name = 'SC Ganguly'; the average winning margin = divide(sum(Win_Margin), count(Match_Id)) where Player_Name = 'SC Ganguly'",SELECT CAST(SUM(T3.Win_Margin) AS REAL) / COUNT(*) FROM Player AS T1 INNER JOIN Player_Match AS T2 ON T1.Player_Id = T2.Player_Id INNER JOIN Match AS T3 ON T2.Match_Id = T3.Match_Id WHERE T1.Player_Name = 'SC Ganguly',The original query does not consider missing values.,multiset,,TRUE,FALSE," The player appears in 59 matches; 2 of them have Win_Margin = NULL.  SUM(Win_Margin) is over 57 rows but COUNT(*) is over 59 rows, giving 16.66…, whereas the true average (AVG) over the 57 non-NULL rows is 17.25….  The annotated query therefore returns a wrong value.  It also risks double-counting if the player ever has multiple roles in a match.  ","```
SELECT AVG(`Win_Margin`) AS avg_win_margin
FROM `Match`
WHERE `Match_Id` IN (SELECT DISTINCT pm.`Match_Id`
                     FROM `Player` p
                     JOIN `Player_Match` pm ON p.`Player_Id` = pm.`Player_Id`
                     WHERE p.`Player_Name` = 'SC Ganguly')
      AND `Win_Margin` IS NOT NULL;
```",
1808,soccer_2016,TRUE,FALSE,Yuxuan,,,,Give the name of venue for the game with a win margin of 138 points.,name of venue refers to Venue_Name; a win margin of 138 points refers to Win_Margin = 138,SELECT T2.Venue_Name FROM `Match` AS T1 INNER JOIN Venue AS T2 ON T1.Venue_Id = T2.Venue_Id WHERE T1.Win_Margin = 138,correct,multiset,,FALSE,FALSE," The schema shows `Match` stores `Win_Margin` and `Venue_Id`; `Venue` stores `Venue_Name`. The query joins these to return venue names where `Win_Margin = 138`, exactly matching the requirement. Verification queries show exactly one match with that margin and the venue returned is 'M Chinnaswamy Stadium'. No missing DISTINCT or aggregation is needed as only one row exists, and if multiple did, returning all venues would still satisfy the question. Hence the query is logically and syntactically correct.",,
1813,soccer_2016,TRUE,FALSE,Yuxuan,,,"SELECT c.Country_Name
FROM Season s
JOIN Player p ON s.Purple_Cap = p.Player_Id
JOIN Country c ON p.Country_Name = c.Country_Id
WHERE s.Season_Id = 7;",What is the nationality of the 7th season Purple Cap winner?,nationality refers to Country_Name; the 7th season refers to Season_Id = 7; Purple Cap winner refers to Purple_Cap IS NOT NULL,SELECT T3.Country_Name FROM Season AS T1 INNER JOIN Player AS T2 ON T1.Man_of_the_Series = T2.Player_Id INNER JOIN Country AS T3 ON T2.Country_Name = T3.Country_Id WHERE T1.Season_Id = 7 AND T1.Purple_Cap IS NOT NULL,The original query joins the men of the series instead of purple cup winner,multiset,,TRUE,FALSE," The task is to find the country (nationality) of the player who won the Purple Cap in Season 7. This requires:
1. Picking the row where Season_Id = 7 from Season.
2. Getting the Player_Id in the Purple_Cap column.
3. Looking up that player’s Country_Id in Player.
4. Converting the Country_Id to the country name via Country.

The annotated query instead joins Season to Player on Man_of_the_Series, not on Purple_Cap. Hence it retrieves the nationality of the Season 7 “Man of the Series” (Australia) instead of the Purple Cap winner (India). Although it adds a filter `T1.Purple_Cap IS NOT NULL`, that does not fix the wrong join. Therefore the query is logically incorrect.

The question itself is clear and has a single interpretation; the schema provides an unambiguous path to the answer.
","```
SELECT c.Country_Name
FROM Season s
JOIN Player p ON s.Purple_Cap = p.Player_Id
JOIN Country c ON p.Country_Name = c.Country_Id
WHERE s.Season_Id = 7;
```",
1837,soccer_2016,TRUE,FALSE,Yuxuan,,,"WITH player_num AS (
  SELECT T4.Player_Name name, COUNT(*) num
  FROM Team AS T1 
  INNER JOIN Player_Match AS T2 ON T1.Team_id = T2.Team_id 
  INNER JOIN Rolee AS T3 ON T2.Role_Id = T3.Role_Id 
  INNER JOIN Player AS T4 ON T2.Player_Id = T4.Player_Id 
  WHERE T1.Team_Name = 'Deccan Chargers' AND T1.Team_Id = 8 AND T3.Role_Desc = 'Captain' AND T3.Role_Id = 1 
  GROUP BY T4.Player_Id
) SELECT name FROM player_num WHERE num = (SELECT MAX(num) FROM player_num)",Who is the player that has the highest number of roles as a captain for Deccan Chargers?,name of the player refers to Player_Name; the highest number of roles refers to max(count(Role_Id)); as a captain refers to Role_Desc = 'Captain'; Deccan Chargers refers to Team_Name = 'Deccan Chargers',SELECT T4.Player_Name FROM Team AS T1 INNER JOIN Player_Match AS T2 ON T1.Team_id = T2.Team_id INNER JOIN Rolee AS T3 ON T2.Role_Id = T3.Role_Id INNER JOIN Player AS T4 ON T2.Player_Id = T4.Player_Id WHERE T1.Team_Name = 'Deccan Chargers' AND T1.Team_Id = 8 AND T3.Role_Desc = 'Captain' AND T3.Role_Id = 1 GROUP BY T4.Player_Id ORDER BY COUNT(T3.Role_Id) DESC LIMIT 1,The original query does not consider potential ties,multiset,,FALSE,FALSE," The query correctly joins Player_Match with Rolee, Player and Team, filters for the rows where the team is ""Deccan Chargers"" and the role is ""Captain"", groups by each player and orders by the count of captain-appearances descending, returning the top player (LIMIT 1). This directly answers “Who is the player that has the highest number of roles as a captain for Deccan Chargers?”. Redundant predicates (`Team_Id = 8`, `Role_Id = 1`) do not harm correctness, and the grouping on Player_Id safely determines Player_Name. No alternative interpretations of the question create ambiguity.  ",,
1839,soccer_2016,TRUE,FALSE,Yuxuan,,,,"Name the player who is born on July 7, 1981.",name of the player refers to Player_Name; born on July 7 1981 refers to DOB = '1981-07-07',SELECT Player_name FROM Player WHERE DOB = '1981-07-07',correct,multiset,,FALSE,FALSE," The schema shows Player table contains `Player_Name` and `DOB`. The question asks for the player born on July 7 1981. The annotated SQL `SELECT Player_name FROM Player WHERE DOB = '1981-07-07'` directly filters on the DOB and returns the player name. Execution confirms exactly one matching row (MS Dhoni), so the query satisfies the requirement. No joins or additional clauses are needed. There is no ambiguity in the question because the specific date uniquely identifies a single player in the data.",,
1841,soccer_2016,TRUE,FALSE,Yuxuan,,,"SELECT T2.Team_Name FROM Match AS T1 INNER JOIN Team AS T2 ON T2.Team_Id = T1.Team_1 
WHERE T1.Win_Margin = (
  SELECT MAX(T3.Win_Margin) FROM Match AS T3 INNER JOIN Team AS T4 ON T4.Team_Id = T3.Team_1)",List the first team's name in the match with the highest winning margin.,team's name refers to Team_Name; first team refers to Team_Id = Team_1; the highest winning margin refers to max(Win_Margin),SELECT T2.Team_Name FROM Match AS T1 INNER JOIN Team AS T2 ON T2.Team_Id = T1.Team_1 ORDER BY T1.Win_Margin DESC LIMIT 1,The original query does not consider potential ties,multiset,,FALSE,FALSE," The query joins `Match` with `Team` to pick the name of `Team_1`, orders all matches by `Win_Margin` descending, and returns the first row, which corresponds to the match with the largest winning margin. This exactly supplies the requested “first team’s name in the match with the highest winning margin.” ‑ Verification queries show the maximum margin is unique (144), so `LIMIT 1` is safe. Schema usage and logic are both correct.  ",,
1842,soccer_2016,TRUE,FALSE,Yuxuan,,,,Give the country where St. George's Park is located.,country refers to Country_Name; St. George's Park refers to Venue_Name = 'St George''s Park',SELECT T3.Country_Name FROM Venue AS T1 INNER JOIN City AS T2 ON T2.City_Id = T1.City_Id INNER JOIN Country AS T3 ON T3.Country_Id = T2.Country_id WHERE T1.Venue_Name = 'St George''s Park',correct,multiset,,FALSE,FALSE," The schema shows a Venue belongs to a City, which in turn belongs to a Country.  The annotated query follows this path, joining Venue → City → Country, filters Venue_Name = 'St George''s Park', and returns Country_Name.  Column and table names match the schema and the join conditions use the correct foreign keys.  The query returns “South Africa”, answering the question.  No DISTINCT or further clauses are required because each venue row is unique, so the result is correct and sufficient.",(no revision needed),
1843,soccer_2016,TRUE,FALSE,Yuxuan,,,"SELECT DISTINCT p.`Player_Name`
FROM `Player`        p
JOIN `Player_Match`  pm ON p.`Player_Id` = pm.`Player_Id`
JOIN `Team`          t  ON t.`Team_Id`  = pm.`Team_Id`
WHERE pm.`Match_Id` = 335990
  AND t.`Team_Name` = 'Mumbai Indians';",List the player's name of Mumbai Indians in the match ID 335990.,Mumbai Indians refers to Team_Name = 'Mumbai Indians'; match ID 335990 refers to Match_Id = 335990,SELECT T3.Team_Name FROM Player AS T1 INNER JOIN Player_Match AS T2 ON T2.Player_Id = T1.Player_Id INNER JOIN Team AS T3 ON T3.Team_Id = T2.Team_Id WHERE T2.Match_Id = 335990 AND T3.Team_Name = 'Mumbai Indians' GROUP BY T3.Team_Name,The original query does not return player name as asked by the question.,multiset,,TRUE,FALSE," The question asks for the names of the players who represented Mumbai Indians in match 335990. The annotated SQL returns only the team name (column `Team_Name`) and, after the WHERE filter and GROUP BY, produces a single row containing the literal string “Mumbai Indians”. It never selects player names, so it does not satisfy the requirement. Additionally, it fails to handle possible duplicate rows produced by multiple roles for the same player. The join logic itself is fine, but the SELECT list is wrong and should use DISTINCT on `Player_Name`.","SELECT DISTINCT p.`Player_Name`
FROM `Player`        p
JOIN `Player_Match`  pm ON p.`Player_Id` = pm.`Player_Id`
JOIN `Team`          t  ON t.`Team_Id`  = pm.`Team_Id`
WHERE pm.`Match_Id` = 335990
  AND t.`Team_Name` = 'Mumbai Indians';",
