question_id,corrected by,verified by,db_id,question,evidence,SQL,original_question,original_evidence,original_SQL,reason,SQL error pattern,verification (Tengjun),response,verification (Yoojin),response,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16
543,Yuxuan,Tengjun,movies_4,"List the character names in the ""Open Water"" movie.","""Open Water"" movie refers to title = 'Open Water'",SELECT T2.character_name FROM movie AS T1 INNER JOIN movie_cast AS T2 ON T1.movie_id = T2.movie_id WHERE T1.title = 'Open Water',,,,correct,,,,,,,,,,,,,,,,,,,,,
563,Yuxuan,Tengjun,movies_4,What is the proportion of horror movies among all movies genre?,"horror movies refers to genre_name = 'horror'; average number = divide(sum(movie_id) when genre_name = 'horror', count(movie_id))*100",SELECT CAST(COUNT(DISTINCT CASE WHEN T3.genre_name = 'Horror' THEN T1.movie_id ELSE NULL END) AS REAL) * 100.0 / COUNT(DISTINCT T1.movie_id) FROM movie AS T1 INNER JOIN movie_genres AS T2 ON T1.movie_id = T2.movie_id INNER JOIN genre AS T3 ON T2.genre_id = T3.genre_id,What is the average number of horror movies among all movies genre?,,SELECT CAST(COUNT(CASE WHEN T3.genre_name = 'Horror' THEN T1.movie_id ELSE NULL END) AS REAL) / COUNT(T1.movie_id) FROM movie AS T1 INNER JOIN movie_genres AS T2 ON T1.movie_id = T2.movie_id INNER JOIN genre AS T3 ON T2.genre_id = T3.genre_id,"The original query divides the count of “Horror” rows in movie_genres by the total number of rows in movie_genres, not by the total number of distinct movies (or any other plausible denominator). Because many movies have several genre rows, the denominator is inflated and the returned value is too small. The phrase ""average number of horror movies among all movies genre"" can be interpreted as (a) the proportion of movies that are classified as Horror, (b) the average count of Horror films per genre, or other variations. Without clarification several different correct SQL answers are possible.",,,,,,,,,,,,,,,,,,,,,
567,Yuxuan,Tengjun,codebase_comments,"What is the task of the method whose tokenized name is ""online median filter test median window filling""?","tokenized name refers to NameTokenized; task of the method refers to the second part of name deliminated by "".""; for example, the task of 'LinqToDelicious.HttpWebRequestFactory.Create' is 'HttpWebRequestFactory'","SELECT SUBSTR(SUBSTR(Name, INSTR(Name, '.') + 1), 1, INSTR(SUBSTR(Name, INSTR(Name, '.') + 1), '.') - 1) task FROM Method WHERE NameTokenized = 'online median filter test median window filling'",,,,correct,,,,,,,,,,,,,,,,,,,,,
582,Yuxuan,Tengjun,codebase_comments,"What is the linearized sequenced of API calls of the method whose solution path is ""mauriciodeamorim_tdd.encontro2\Tdd.Encontro2.sln""?",linearized sequenced of API calls refers to ApiCalls;,SELECT T2.ApiCalls FROM Solution AS T1 INNER JOIN Method AS T2 ON T1.Id = T2.SolutionId WHERE T1.Path = 'mauriciodeamorim_tdd.encontro2\Tdd.Encontro2.sln',,,SELECT T2.ApiCalls FROM Solution AS T1 INNER JOIN Method AS T2 ON T1.Id = T2.SolutionId WHERE T1.Path = 'mauriciodeamorim_tdd.encontro2Tdd.Encontro2.sln',"The original query looks for a `Solution.Path` value that omits the back-slash that is actually stored in the table, so it returns no rows and fails to answer the question.",,,,,,,,,,,,,,,,,,,,,
586,Yuxuan,Yoojin (response),codebase_comments,"What is the language of the method used in the solution path ""opendns_diagnosticapp\windows\OpenDnsDiagnostic.sln""?",language refers to Lang;,SELECT DISTINCT T2.Lang FROM Solution AS T1 INNER JOIN Method AS T2 ON T1.Id = T2.SolutionId WHERE T1.Path = 'opendns_diagnosticapp\windows\OpenDnsDiagnostic.sln',,,SELECT T2.Lang FROM Solution AS T1 INNER JOIN Method AS T2 ON T1.Id = T2.SolutionId WHERE T1.Path = 'opendns_diagnosticappwindowsOpenDnsDiagnostic.sln',The original query filters with the wrong path (missing “\windows\”) so it returns zero rows; even if fixed it would return duplicate and NULL Lang values.,,Can null be handled?,Yes.,no need for DISTINCT?,corrected SQL;  removed null values while grading: https://github.com/uiuc-kang-lab/noisy-rl/blob/main/BIRD-Platinum/grader.py#L29,,,,,,,,,,,,,,,,
592,Yuxuan,Tengjun,codebase_comments,What is the github address of the repository that contains files used by solution ID12?,github address refers to Url;,SELECT T1.Url FROM Repo AS T1 INNER JOIN Solution AS T2 ON T1.Id = T2.RepoId WHERE T2.Id = 12,,,,correct,,,,,,,,,,,,,,,,,,,,,
620,Yuxuan,Yoojin,codebase_comments,"For the methods which got the tokenized name as 't jadwal entity get single mpic', what are the path times for their solution?",tokenized name refers to NameTokenized; NameTokenized = 't jadwal entity get single mpic'; path time for its solution refers to ProcessedTime;,SELECT T1.ProcessedTime FROM Solution AS T1 INNER JOIN Method AS T2 ON T1.Id = T2.SolutionId WHERE T2.NameTokenized = 't jadwal entity get single mpic',"For the method which got the tokenized name as 't jadwal entity get single mpic', what is the path time for its solution?",,SELECT DISTINCT T1.ProcessedTime FROM Solution AS T1 INNER JOIN Method AS T2 ON T1.Id = T2.SolutionId WHERE T2.NameTokenized = 't jadwal entity get single mpic',correct,,DISTINCT may not needed,corrected,,,,,,,,,,,,,,,,,,
623,Yuxuan,Yoojin (response),codebase_comments,"Give the number of solutions that the repository, which has 3060 Stars, contains.",solutions refers to Solution.Id; repository refers to Repository.Id;,SELECT COUNT(T2.RepoId) FROM Repo AS T1 INNER JOIN Solution AS T2 ON T1.Id = T2.RepoId WHERE T1.Stars = 3060,Give the number of solutions that the repository which has 3060 Stars contains.,,,correct,,add DISTINCT,corrected,"but the question is asking for ""number of solutions"", adding DISTINCT will ignore the different solutions within the same repo",discuss,,,,,,,,,,,,,,,,
624,Yuxuan,Tengjun,codebase_comments,"For the solution of the most 'sw' methods, what is its path?",solution refers to SolutionId; sw refers to Lang = 'sw'; solution with the most 'sw' methods refers to MAX(COUNT(Lang = 'sw'));,"WITH sw_counts AS (SELECT `SolutionId`, COUNT(*) AS cnt FROM `Method` WHERE `Lang` = 'sw' GROUP BY `SolutionId`), max_cnt AS (SELECT MAX(cnt) AS max_cnt FROM sw_counts) SELECT `S`.`Path` FROM `Solution` AS `S` JOIN sw_counts AS `C` ON `C`.`SolutionId` = `S`.`Id` JOIN max_cnt AS `M` ON `C`.`cnt` = `M`.`max_cnt`;",,,SELECT DISTINCT T1.Path FROM Solution AS T1 INNER JOIN Method AS T2 ON T1.Id = T2.SolutionId WHERE T2.Lang = 'sw',"The original query only returns all solutions that have at least one `sw` method; it never determines which solution(s) have the highest count, so it does not answer the question.",,,,,,,,,,,,,,,,,,,,,
637,Yuxuan,Tengjun,codebase_comments,How many methods with solutions with path 'maravillas_linq-to-delicious\tasty.sln'?,solution refers to SolutionId;,SELECT COUNT(T2.SolutionId) FROM Solution AS T1 INNER JOIN Method AS T2 ON T1.Id = T2.SolutionId WHERE T1.Path = 'maravillas_linq-to-delicious\tasty.sln',,,,correct,,,,,,,,,,,,,,,,,,,,,
668,Yuxuan,Tengjun,codebase_comments,What is the language of method number 28 that can be found in the repository number 3?,language of method refers to Lang; method number refers to Method_100k.Id; Method_100k.Id = 28; repository number refers to RepoId; RepoID = 3;,SELECT T2.Lang FROM Solution AS T1 INNER JOIN Method AS T2 ON T1.Id = T2.SolutionId WHERE T2.Id = 28 AND T1.RepoId = 3,,,,correct,,,,,,,,,,,,,,,,,,,,,
683,Yuxuan,Tengjun,codebase_comments,"List all the method name of the solution path ""graffen_NLog.Targets.Syslog\src\NLog.Targets.Syslog.sln"".",method name refers to Name; solution path refers to Path; Path = 'graffen_NLog.Targets.Syslog\src\NLog.Targets.Syslog.sln';,SELECT DISTINCT T2.Name FROM Solution AS T1 INNER JOIN Method AS T2 ON T1.Id = T2.SolutionId WHERE T1.Path = 'graffen_NLog.Targets.Syslog\src\NLog.Targets.Syslog.sln',,,SELECT DISTINCT T2.Name FROM Solution AS T1 INNER JOIN Method AS T2 ON T1.Id = T2.SolutionId WHERE T1.Path = 'graffen_NLog.Targets.SyslogsrcNLog.Targets.Syslog.sln',The WHERE clause omits the two back-slashes ( \ ) found in the required path,,,,,,,,,,,,,,,,,,,,,
708,Yuxuan,Tengjun,trains,What is the average number of cars on trains that run in the east direction?,"calculation = DIVIDE(count(id), count(train_id))",SELECT CAST(COUNT(T1.id) AS REAL) / COUNT(DISTINCT T1.train_id) FROM cars AS T1 INNER JOIN trains AS T2 ON T1.train_id = T2.id WHERE T2.direction = 'east',,,,correct,,,,,,,,,,,,,,,,,,,,,
711,Yuxuan,Tengjun,trains,How many trains are running west?,west is a direction,SELECT COUNT(id) FROM trains WHERE direction = 'west',,,,correct,,,,,,,,,,,,,,,,,,,,,
733,Yuxuan,Tengjun,movie,Please list the names of the actors who played a role in the movie Batman.,movie Batman refers to title = 'Batman',SELECT T3.Name FROM movie AS T1 INNER JOIN characters AS T2 ON T1.MovieID = T2.MovieID INNER JOIN actor AS T3 ON T3.ActorID = T2.ActorID WHERE T1.Title = 'Batman',,,,correct,,,,,,,,,,,,,,,,,,,,,
743,Yuxuan,Yoojin,movie,How much longer in percentage is the screen time of the most important character in Batman than the least important one?,"most important character refers to max(screentime); least important character refers to min(screentime); movie Batman refers to title = 'Batman'; percentage = divide(subtract(max(screentime) , min(screentime)) , min(screentime)) * 100%","WITH t AS ( SELECT a.Name Name,  CAST(substr(c.`screentime`,1,instr(c.`screentime`,':')-1) AS REAL) * 3600 + CAST(substr(c.screentime, -5, 2) AS REAL) * 60 + CAST(substr(c.screentime, -2, 2) AS REAL) total_seconds FROM movie m join characters c on m.MovieID = c.MovieID join actor a on a.ActorID = c.ActorID where m.`Title` = 'Batman' AND c.`screentime` IS NOT NULL) SELECT (MAX(total_seconds) - MIN(total_seconds)) / MIN(total_seconds) * 100 FROM t",,,"SELECT (MAX(CAST(SUBSTR(T2.screentime, 3, 2) AS REAL)) - MIN(CAST(SUBSTR(T2.screentime, 3, 2) AS REAL))) * 100 / MIN(CAST(SUBSTR(T2.screentime, 3, 2) AS REAL)) FROM movie AS T1 INNER JOIN characters AS T2 ON T1.MovieID = T2.MovieID WHERE T1.Title = 'Batman'","The original query extracts only the 3rd-4th characters of the `screentime` string (SUBSTR(...,3,2)), assuming all values are in the form 'H:MM:SS' with a single–digit hour.  This ignores hours and seconds, fails for two–digit hours, and breaks if the format deviates even slightly, so the derived max and min times – and therefore the final percentage – are wrong or NULL for many valid rows.",,The query is wrong,corrected,,,,,,,,,,,,,,,,,,
747,Yuxuan,Tengjun,movie,"Who were the actors that played in the movie ""Batman"" with the longest screentime?","movie ""Batman"" refers to Title = 'Batman'; longest screentime refers to max(screentime)","WITH t AS ( SELECT a.Name Name,  CAST(substr(c.`screentime`,1,instr(c.`screentime`,':')-1) AS INTEGER) hours, CAST(substr(c.screentime, -5, 2) AS INTEGER) minutes, CAST(substr(c.screentime, -2, 2) AS INTEGER) seconds FROM movie m join characters c on m.MovieID = c.MovieID join actor a on a.ActorID = c.ActorID where m.`Title` = 'Batman' AND c.`screentime` IS NOT NULL) SELECT Name FROM t WHERE hours*3600 + minutes * 60 + seconds = ( SELECT MAX(hours*3600 + minutes * 60 + seconds) FROM t );","Who was the actor that played in the movie ""Batman"" with the longest screentime?",,SELECT T2.Name FROM characters AS T1 INNER JOIN actor AS T2 ON T1.ActorID = T2.ActorID INNER JOIN movie AS T3 ON T3.MovieID = T1.MovieID WHERE T3.Title = 'Batman' ORDER BY T1.screentime DESC LIMIT 1,"the `screentime` column is stored as TEXT in the format h:mm:ss / hh:mm:ss.  `ORDER BY T1.screentime DESC` performs lexicographic ordering, which is not guaranteed to correspond to the numeric length of time (e.g. `0:9:59` would sort after `0:32:30`; `12:00:00` would sort before `2:59:59`).In addition, the original query does not consider the prossibility of having multiple actors that played the longest screentime.",,,,,,,,,,,,,,,,,,,,,
761,Yuxuan,Tengjun,movie,What is the name of male and white actor with actor ID 439?,male refers to Gender = 'Male'; white refers to Ethnicity = 'White',SELECT Name FROM actor WHERE ActorID = 439 AND Gender = 'Male' AND Ethnicity = 'White',,,,correct,,,,,,,,,,,,,,,,,,,,,
763,Yuxuan,Tengjun,movie,"In romantic movies, how many of them starred by John Travolta?",romantic movies refers to Genre = 'Romance'; starred by John Travolta refers to Name = 'John Travolta',SELECT COUNT(*) FROM movie AS T1 INNER JOIN characters AS T2 ON T1.MovieID = T2.MovieID INNER JOIN actor AS T3 ON T3.ActorID = T2.ActorID WHERE T1.Genre = 'Romance' AND T3.Name = 'John Travolta',,,,correct,,,,,,,,,,,,,,,,,,,,,
765,Yuxuan,Yoojin (response),movie,What are the genres of PG rated movies starred by the actors with highest net worth?,PG rated refers to MPAA Rating = 'PG';  highest net worth refers to max(NetWorth),"SELECT T1.Genre FROM movie AS T1 INNER JOIN characters AS T2 ON T1.MovieID = T2.MovieID INNER JOIN actor AS T3 ON T3.ActorID = T2.ActorID WHERE T1.`MPAA Rating` = 'PG' AND CAST(REPLACE(REPLACE(T3.NetWorth, ',', ''), '$', '') AS REAL) = (SELECT MAX(CAST(REPLACE(REPLACE(T3.NetWorth, ',', ''), '$', '') AS REAL)) FROM movie AS T1 INNER JOIN characters AS T2 ON T1.MovieID = T2.MovieID INNER JOIN actor AS T3 ON T3.ActorID = T2.ActorID WHERE T1.`MPAA Rating` = 'PG' );",What is the genre of PG rated movie starred by the actor with highest net worth?,,"SELECT T1.Genre FROM movie AS T1 INNER JOIN characters AS T2 ON T1.MovieID = T2.MovieID INNER JOIN actor AS T3 ON T3.ActorID = T2.ActorID WHERE T1.`MPAA Rating` = 'PG' ORDER BY CAST(REPLACE(REPLACE(T3.NetWorth, ',', ''), '$', '') AS REAL) DESC LIMIT 1",The original query does not consider the possibility of having several actors tied for highest net worth.,ties,"The answer is correct but logic is wrong, only returns one row","I think this data is correct, then.",no need to consider ties? (although there's none in the current db),corrected SQL;  modified DB: https://github.com/uiuc-kang-lab/noisy-rl/blob/main/BIRD-Platinum/db_modification/765.sql,,,,,,,,,,,,,,,,
774,Yuxuan,Tengjun,movie,"Among the movies with drama genre, what is the percentage of the actors with net worth greater than $400,000,000.00?","drama genre refers to Genre = 'Drama'; net worth greater than $400,000,000.00 refers to NetWorth > '$400,000,000.00'; percentage = divide(count(ActorID where NetWorth > '$400,000,000.00'), COUNT(ActorID))*100%","SELECT 100.0 * COUNT(DISTINCT CASE WHEN CAST(REPLACE(REPLACE(`actor`.`NetWorth`, ',', ''), '$', '') AS REAL) > 400000000 THEN `actor`.`ActorID` END) / COUNT(DISTINCT `actor`.`ActorID`) AS percentage FROM `movie` JOIN `characters` ON `movie`.`MovieID` = `characters`.`MovieID` JOIN `actor` ON `actor`.`ActorID` = `characters`.`ActorID` WHERE `movie`.`Genre` = 'Drama';",,,"SELECT SUM(CASE WHEN CAST(REPLACE(REPLACE(T3.NetWorth, ',', ''), '$', '') AS REAL) > 400000000 THEN 1 ELSE 0 END) - SUM(CASE WHEN CAST(REPLACE(REPLACE(T3.NetWorth, ',', ''), '$', '') AS REAL) < 400000000 THEN 1 ELSE 0 END) FROM movie AS T1 INNER JOIN characters AS T2 ON T1.MovieID = T2.MovieID INNER JOIN actor AS T3 ON T3.ActorID = T2.ActorID WHERE T1.Genre = 'Drama'","The original query subtracts the count of actors whose NetWorth < 400M from the count whose NetWorth > 400M, producing a net difference (-268 in the data) instead of the requested percentage.",,,,,,,,,,,,,,,,,,,,,
